Issue Type,Issue key,Issue id,Summary,Components,Components,Components,Priority,Status,Resolution,Created,Updated,Due date,Description
Task,TGTM-1245,17993,Build the underlying data model and calculation logic,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:20 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-159 - Build 90-day developer KPI dashboard
Issue: TGTM-1245 - Build the underlying data model and calculation logic

Original intent:
Create the fields, formulas, and aggregation logic needed to compute KPI totals, pacing, conversion rates, and cumulative progress over 90 days.

How we are doing this:
Create the analytics data model behind the reporting layer: raw event capture, staging tables, transformed fact tables, dimension tables for investor/developer/offering/source, deduplication logic, and documented transformations.

Preliminary solution:
Use a lightweight analytics architecture for 90-day developer KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should include raw, staging, and fact-table definitions with stable user/account/offering/source keys.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: target-account list, CRM activities, meeting notes, assessment records, developer agreement status, asset submission logs, approval status, and weekly GTM updates. Related metrics: 150 target accounts, 30-50 meetings, 10-20 assessments, 1-3 developers signed, 3-8 assets submitted, and 1-3 assets approved.

Acceptance criteria:
- Output is aligned to the 90-day developer KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1114,17731,Document the funded subscription tracking process,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:54 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-142 - Build funded subscription tracking
Issue: TGTM-1114 - Document the funded subscription tracking process

Original intent:
Document how the funded subscription tracker is maintained, how rates are measured, and how exceptions or missing events are handled.

How we are doing this:
Define the operating rhythm: refresh frequency, cutoff time, preparer, reviewer, recipients, meeting/review moment, escalation path, change log, and archival location. The workflow should make reporting repeatable without founder-dependent manual follow-up.

Preliminary solution:
Use a lightweight analytics architecture for Funded subscription tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an operating SOP that defines weekly/monthly refresh steps, review owners, approvals, and escalation rules.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: subscription system, payment processor, funding ledger, transaction logs, offering IDs, investor IDs, and exception records. Related metrics: completed funding, failed payment rate, payment retry outcomes, funded-subscription conversion, subscription status, and payment lifecycle status.

Acceptance criteria:
- Output is aligned to the Funded subscription tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1113,17729,Backfill historical funding and payment data,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:54 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-142 - Build funded subscription tracking
Issue: TGTM-1113 - Backfill historical funding and payment data

Original intent:
Populate the tracker with existing completed funding and failed payment records so reporting is usable from the start.

How we are doing this:
Backfill prior activity by extracting available historical records, mapping legacy fields to the approved schema, deduplicating by stable identifiers, loading the cleaned data, and documenting any missing periods or low-confidence records.

Preliminary solution:
Use a lightweight analytics architecture for Funded subscription tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a backfill workbook/query output with load status, unmatched records, confidence notes, and exceptions.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: subscription system, payment processor, funding ledger, transaction logs, offering IDs, investor IDs, and exception records. Related metrics: completed funding, failed payment rate, payment retry outcomes, funded-subscription conversion, subscription status, and payment lifecycle status.

Acceptance criteria:
- Output is aligned to the Funded subscription tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1107,17713,Ingest completed funding and failed payment events,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:54 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-142 - Build funded subscription tracking
Issue: TGTM-1107 - Ingest completed funding and failed payment events

Original intent:
Set up the logic or integration to capture completed funding events and failed payment outcomes from the source systems into the tracker.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for Funded subscription tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an event specification with event names, trigger conditions, required properties, example payloads, and validation steps.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: subscription system, payment processor, funding ledger, transaction logs, offering IDs, investor IDs, and exception records. Related metrics: completed funding, failed payment rate, payment retry outcomes, funded-subscription conversion, subscription status, and payment lifecycle status.

Acceptance criteria:
- Output is aligned to the Funded subscription tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1106,17711,Add reporting views for funded subscriptions,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:54 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-142 - Build funded subscription tracking
Issue: TGTM-1106 - Add reporting views for funded subscriptions

Original intent:
Create reporting views or dashboards that surface funded subscriptions, failed payment trends, and related funnel performance.

How we are doing this:
Break the work into a practical analytics deliverable: define the business question, identify source data, document the calculation, produce the first usable reporting output, validate it with the owner, and convert findings into next actions.

Preliminary solution:
Use a lightweight analytics architecture for Funded subscription tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a practical, reviewable artifact that can be tested with sample data and used in the next KPI review.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: subscription system, payment processor, funding ledger, transaction logs, offering IDs, investor IDs, and exception records. Related metrics: completed funding, failed payment rate, payment retry outcomes, funded-subscription conversion, subscription status, and payment lifecycle status.

Acceptance criteria:
- Output is aligned to the Funded subscription tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1105,17712,Calculate funded subscription and failed payment rates,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:54 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-142 - Build funded subscription tracking
Issue: TGTM-1105 - Calculate funded subscription and failed payment rates

Original intent:
Define the metrics and calculations for completed funding rates, failed payment rates, and any relevant conversion breakdowns.

How we are doing this:
Break the work into a practical analytics deliverable: define the business question, identify source data, document the calculation, produce the first usable reporting output, validate it with the owner, and convert findings into next actions.

Preliminary solution:
Use a lightweight analytics architecture for Funded subscription tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a practical, reviewable artifact that can be tested with sample data and used in the next KPI review.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: subscription system, payment processor, funding ledger, transaction logs, offering IDs, investor IDs, and exception records. Related metrics: completed funding, failed payment rate, payment retry outcomes, funded-subscription conversion, subscription status, and payment lifecycle status.

Acceptance criteria:
- Output is aligned to the Funded subscription tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1104,17709,Define funded subscription tracking fields and lifecycle,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:54 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-142 - Build funded subscription tracking
Issue: TGTM-1104 - Define funded subscription tracking fields and lifecycle

Original intent:
Specify the data fields, statuses, and event lifecycle needed to track completed funding, failed payments, retries, and conversion outcomes.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for Funded subscription tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an event specification with event names, trigger conditions, required properties, example payloads, and validation steps.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: subscription system, payment processor, funding ledger, transaction logs, offering IDs, investor IDs, and exception records. Related metrics: completed funding, failed payment rate, payment retry outcomes, funded-subscription conversion, subscription status, and payment lifecycle status.

Acceptance criteria:
- Output is aligned to the Funded subscription tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1103,17710,Create funded subscription tracking data model,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:54 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-142 - Build funded subscription tracking
Issue: TGTM-1103 - Create funded subscription tracking data model

Original intent:
Implement the schema or records needed to store funding completion events, payment failure events, and subscription-level tracking attributes.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for Funded subscription tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an event specification with event names, trigger conditions, required properties, example payloads, and validation steps.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: subscription system, payment processor, funding ledger, transaction logs, offering IDs, investor IDs, and exception records. Related metrics: completed funding, failed payment rate, payment retry outcomes, funded-subscription conversion, subscription status, and payment lifecycle status.

Acceptance criteria:
- Output is aligned to the Funded subscription tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Sub-task,TGTM-1102,17707,Validate tracking accuracy with test subscriptions,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:55 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-141 - Build subscription start tracking
Parent task inferred from this extract: TGTM-1097 - Create data pipeline and storage for subscription start events
Sub-task: TGTM-1102 - Validate tracking accuracy with test subscriptions

Original intent:
Test the end-to-end tracking flow to confirm events fire correctly and conversion metrics reconcile with observed user actions.

How we are doing this:
Implement quality controls before relying on the numbers: freshness checks, completeness checks, duplicate checks, null-field checks, reconciliation to source systems, sample-event validation, and owner sign-off for material KPI changes.

Preliminary solution:
Use a lightweight analytics architecture for Subscription start tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a QA checklist plus reconciliation table comparing dashboard numbers against source-system counts.

Sub-task execution detail:
- Use the parent task's approved schema, taxonomy, or reporting requirement as the source of truth.
- Produce a concrete implementation artifact: event spec, tracking configuration, reporting view, validation result, ownership workflow, or user guidance depending on the sub-task scope.
- Validate against at least one realistic investor/developer/offering scenario and record any mismatch between expected and observed behavior.
- Feed the completed output back into the parent story dashboard or funnel-reporting flow.

Dependencies/data inputs:
Primary inputs/dependencies: offering page analytics, product events, campaign UTM parameters, investor/user IDs, subscription flow events, and attribution tables. Related metrics: offering page views, CTA clicks, subscription start events, source attribution, conversion rate from offering page to subscription start, and drop-off by source/cohort.

Acceptance criteria:
- Output is aligned to the Subscription start tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Sub-task,TGTM-1101,17701,Add conversion reporting for offering page to subscription start,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:55 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-141 - Build subscription start tracking
Parent task inferred from this extract: TGTM-1097 - Create data pipeline and storage for subscription start events
Sub-task: TGTM-1101 - Add conversion reporting for offering page to subscription start

Original intent:
Build views or dashboards that show conversion rates, drop-off points, and trend lines for the offering page to subscription start funnel.

How we are doing this:
Break the work into a practical analytics deliverable: define the business question, identify source data, document the calculation, produce the first usable reporting output, validate it with the owner, and convert findings into next actions.

Preliminary solution:
Use a lightweight analytics architecture for Subscription start tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a practical, reviewable artifact that can be tested with sample data and used in the next KPI review.

Sub-task execution detail:
- Use the parent task's approved schema, taxonomy, or reporting requirement as the source of truth.
- Produce a concrete implementation artifact: event spec, tracking configuration, reporting view, validation result, ownership workflow, or user guidance depending on the sub-task scope.
- Validate against at least one realistic investor/developer/offering scenario and record any mismatch between expected and observed behavior.
- Feed the completed output back into the parent story dashboard or funnel-reporting flow.

Dependencies/data inputs:
Primary inputs/dependencies: offering page analytics, product events, campaign UTM parameters, investor/user IDs, subscription flow events, and attribution tables. Related metrics: offering page views, CTA clicks, subscription start events, source attribution, conversion rate from offering page to subscription start, and drop-off by source/cohort.

Acceptance criteria:
- Output is aligned to the Subscription start tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1100,17700,Define subscription start tracking event schema and funnel metrics,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:55 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-141 - Build subscription start tracking
Issue: TGTM-1100 - Define subscription start tracking event schema and funnel metrics

Original intent:
Specify the fields, event names, and conversion metrics needed to measure movement from offering page view to subscription start.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for Subscription start tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: offering page analytics, product events, campaign UTM parameters, investor/user IDs, subscription flow events, and attribution tables. Related metrics: offering page views, CTA clicks, subscription start events, source attribution, conversion rate from offering page to subscription start, and drop-off by source/cohort.

Acceptance criteria:
- Output is aligned to the Subscription start tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Sub-task,TGTM-1099,17698,Capture subscription start event and source attribution,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:55 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-141 - Build subscription start tracking
Parent task inferred from this extract: TGTM-1100 - Define subscription start tracking event schema and funnel metrics
Sub-task: TGTM-1099 - Capture subscription start event and source attribution

Original intent:
Record when a user begins the subscription flow and attribute the start back to the originating offering page and campaign context.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for Subscription start tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an event specification with event names, trigger conditions, required properties, example payloads, and validation steps.

Sub-task execution detail:
- Use the parent task's approved schema, taxonomy, or reporting requirement as the source of truth.
- Produce a concrete implementation artifact: event spec, tracking configuration, reporting view, validation result, ownership workflow, or user guidance depending on the sub-task scope.
- Validate against at least one realistic investor/developer/offering scenario and record any mismatch between expected and observed behavior.
- Feed the completed output back into the parent story dashboard or funnel-reporting flow.

Dependencies/data inputs:
Primary inputs/dependencies: offering page analytics, product events, campaign UTM parameters, investor/user IDs, subscription flow events, and attribution tables. Related metrics: offering page views, CTA clicks, subscription start events, source attribution, conversion rate from offering page to subscription start, and drop-off by source/cohort.

Acceptance criteria:
- Output is aligned to the Subscription start tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Sub-task,TGTM-1098,17697,Instrument offering page entry and CTA click events,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:55 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-141 - Build subscription start tracking
Parent task inferred from this extract: TGTM-1100 - Define subscription start tracking event schema and funnel metrics
Sub-task: TGTM-1098 - Instrument offering page entry and CTA click events

Original intent:
Capture page views, CTA interactions, and other pre-conversion touchpoints on the offering page to support funnel analysis.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for Subscription start tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an event specification with event names, trigger conditions, required properties, example payloads, and validation steps.

Sub-task execution detail:
- Use the parent task's approved schema, taxonomy, or reporting requirement as the source of truth.
- Produce a concrete implementation artifact: event spec, tracking configuration, reporting view, validation result, ownership workflow, or user guidance depending on the sub-task scope.
- Validate against at least one realistic investor/developer/offering scenario and record any mismatch between expected and observed behavior.
- Feed the completed output back into the parent story dashboard or funnel-reporting flow.

Dependencies/data inputs:
Primary inputs/dependencies: offering page analytics, product events, campaign UTM parameters, investor/user IDs, subscription flow events, and attribution tables. Related metrics: offering page views, CTA clicks, subscription start events, source attribution, conversion rate from offering page to subscription start, and drop-off by source/cohort.

Acceptance criteria:
- Output is aligned to the Subscription start tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1097,17699,Create data pipeline and storage for subscription start events,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:31 AM,01/Jul/26 3:55 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-141 - Build subscription start tracking
Issue: TGTM-1097 - Create data pipeline and storage for subscription start events

Original intent:
Ensure subscription start tracking events are reliably persisted and available for downstream reporting and analysis.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for Subscription start tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an event specification with event names, trigger conditions, required properties, example payloads, and validation steps.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: offering page analytics, product events, campaign UTM parameters, investor/user IDs, subscription flow events, and attribution tables. Related metrics: offering page views, CTA clicks, subscription start events, source attribution, conversion rate from offering page to subscription start, and drop-off by source/cohort.

Acceptance criteria:
- Output is aligned to the Subscription start tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Sub-task,TGTM-1096,17695,Document the process for using document download metrics,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:28 AM,01/Jul/26 3:55 PM,,"Hierarchy/context:
Epic: TGTM-13 - Build developer and investor conversion funnel mechanics
Parent story: TGTM-140 - Build document download tracking
Parent task inferred from this extract: TGTM-1092 - Create reporting views for document engagement
Sub-task: TGTM-1096 - Document the process for using document download metrics

Original intent:
Write guidance for teams on how to interpret document download data and how it feeds into investor consideration and evaluation funnel reporting.

How we are doing this:
Define the operating rhythm: refresh frequency, cutoff time, preparer, reviewer, recipients, meeting/review moment, escalation path, change log, and archival location. The workflow should make reporting repeatable without founder-dependent manual follow-up.

Preliminary solution:
Use a lightweight analytics architecture for Document download tracking: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Sub-task execution detail:
- Use the parent task's approved schema, taxonomy, or reporting requirement as the source of truth.
- Produce a concrete implementation artifact: event spec, tracking configuration, reporting view, validation result, ownership workflow, or user guidance depending on the sub-task scope.
- Validate against at least one realistic investor/developer/offering scenario and record any mismatch between expected and observed behavior.
- Feed the completed output back into the parent story dashboard or funnel-reporting flow.

Dependencies/data inputs:
Primary inputs/dependencies: document inventory, CMS/document repository, product analytics, source pages, investor IDs, offering IDs, and historical download logs where available. Related metrics: document views, downloads, document category, source page, investor segment, offering association, engagement frequency, and downstream funnel movement.

Acceptance criteria:
- Output is aligned to the Document download tracking workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
