Issue Type,Issue key,Issue id,Summary,Components,Components,Components,Priority,Status,Resolution,Created,Updated,Due date,Description,Parent,Parent key,Parent summary
Task,TGTM-1512,18524,Document required data fields for distribution updates,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1512 (Task) — Document required data fields for distribution updates
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-193 — Create distribution update template > TGTM-1512 — Document required data fields for distribution updates
- Parent relationship: This Task belongs to parent TGTM-193 — Create distribution update template (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Specify the exact inputs needed to populate the template, such as investor name, property, period, gross income, fees, net distribution, payout date, and notes.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create distribution update template”. Start by reviewing the parent Story objective, then convert the working process or findings into a decision-ready document with assumptions, evidence, risks, recommendations, and follow-up actions. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Create a required-field dictionary that defines each field, source system, owner, format, validation rule, and fallback process for missing data.

Deliverable:
Task-level output for “Document required data fields for distribution updates” that supports the parent Story “Create distribution update template”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10337,TGTM-193,Create distribution update template
Task,TGTM-1511,18525,Develop guidance for using the distribution update template,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1511 (Task) — Develop guidance for using the distribution update template
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-193 — Create distribution update template > TGTM-1511 — Develop guidance for using the distribution update template
- Parent relationship: This Task belongs to parent TGTM-193 — Create distribution update template (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Provide instructions for internal teams on when to use the template, how to populate it, and how to handle exceptions or missing data.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create distribution update template”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Write usage instructions that explain when to use the template, required inputs, approval steps, examples, and common mistakes to avoid.

Deliverable:
Task-level output for “Develop guidance for using the distribution update template” that supports the parent Story “Create distribution update template”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10337,TGTM-193,Create distribution update template
Task,TGTM-1510,18523,Create investor communication copy standards for distribution notices,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1510 (Task) — Create investor communication copy standards for distribution notices
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-193 — Create distribution update template > TGTM-1510 — Create investor communication copy standards for distribution notices
- Parent relationship: This Task belongs to parent TGTM-193 — Create distribution update template (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Define tone, terminology, and approved language to keep distribution updates consistent, clear, and investor-friendly.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create distribution update template”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Define copy standards for plain language, risk clarity, non-promissory return language, consistent terminology, localization needs, and compliance review.

Deliverable:
Task-level output for “Create investor communication copy standards for distribution notices” that supports the parent Story “Create distribution update template”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10337,TGTM-193,Create distribution update template
Task,TGTM-1509,18520,Establish approval and review workflow for distribution templates,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1509 (Task) — Establish approval and review workflow for distribution templates
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-193 — Create distribution update template > TGTM-1509 — Establish approval and review workflow for distribution templates
- Parent relationship: This Task belongs to parent TGTM-193 — Create distribution update template (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Set the review process, owners, and sign-off steps required before distribution update templates are used externally.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create distribution update template”. Start by reviewing the parent Story objective, then define scope, decision rules, owners, success metrics, and exceptions before implementation so the team has one shared operating standard. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Create a review workflow with author, data owner, finance/product reviewer, compliance/legal approver, final publisher, SLA timing, and approval evidence.

Deliverable:
Task-level output for “Establish approval and review workflow for distribution templates” that supports the parent Story “Create distribution update template”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10337,TGTM-193,Create distribution update template
Task,TGTM-1508,18519,Define the standard distribution update structure,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1508 (Task) — Define the standard distribution update structure
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-193 — Create distribution update template > TGTM-1508 — Define the standard distribution update structure
- Parent relationship: This Task belongs to parent TGTM-193 — Create distribution update template (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Establish the required sections and layout for distribution or rental-income updates, including headline, period covered, amount distributed, timing, and next steps.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create distribution update template”. Start by reviewing the parent Story objective, then define scope, decision rules, owners, success metrics, and exceptions before implementation so the team has one shared operating standard. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Define the distribution update sections: headline, payment amount/timing, calculation basis, performance context, exceptions, next reporting date, and contact/support instructions.

Deliverable:
Task-level output for “Define the standard distribution update structure” that supports the parent Story “Create distribution update template”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10337,TGTM-193,Create distribution update template
Task,TGTM-1507,18517,Document investor report distribution channels and contact points,,,,Medium,To Do,,01/Jul/26 9:59 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1507 (Task) — Document investor report distribution channels and contact points
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-192 — Create investor reporting sample > TGTM-1507 — Document investor report distribution channels and contact points
- Parent relationship: This Task belongs to parent TGTM-192 — Create investor reporting sample (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Specify how the report will be sent to investors and who receives it, including email or portal-based delivery.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor reporting sample”. Start by reviewing the parent Story objective, then convert the working process or findings into a decision-ready document with assumptions, evidence, risks, recommendations, and follow-up actions. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Define when the survey is sent, through which channels, follow-up reminders, exclusion rules, and expected response windows.

Deliverable:
Task-level output for “Document investor report distribution channels and contact points” that supports the parent Story “Create investor reporting sample”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10336,TGTM-192,Create investor reporting sample
Task,TGTM-1506,18515,Create a review and approval workflow for investor reports,,,,Medium,To Do,,01/Jul/26 9:59 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1506 (Task) — Create a review and approval workflow for investor reports
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-192 — Create investor reporting sample > TGTM-1506 — Create a review and approval workflow for investor reports
- Parent relationship: This Task belongs to parent TGTM-192 — Create investor reporting sample (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Define the steps required to validate report accuracy, approve content, and publish the sample output.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor reporting sample”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Produce the concrete working artifact for “Create a review and approval workflow for investor reports” as part of “Create investor reporting sample”, including the required inputs, process steps, draft output, review path, and acceptance checklist.

Deliverable:
Task-level output for “Create a review and approval workflow for investor reports” that supports the parent Story “Create investor reporting sample”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10336,TGTM-192,Create investor reporting sample
Task,TGTM-1505,18513,Design the investor report format and branding layout,,,,Medium,To Do,,01/Jul/26 9:59 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1505 (Task) — Design the investor report format and branding layout
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-192 — Create investor reporting sample > TGTM-1505 — Design the investor report format and branding layout
- Parent relationship: This Task belongs to parent TGTM-192 — Create investor reporting sample (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Create a sample visual layout for the report, including headers, data tables, charts, and brand styling.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor reporting sample”. Start by reviewing the parent Story objective, then break the work into discovery, artifact creation, stakeholder review, operational rollout, quality control, and measurement.. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Design a branded report format with executive summary, metrics table, performance narrative, distribution section, risk/exception notes, and support contact block.

Deliverable:
Task-level output for “Design the investor report format and branding layout” that supports the parent Story “Create investor reporting sample”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10336,TGTM-192,Create investor reporting sample
Task,TGTM-1504,18510,Draft sample investor report content and narrative,,,,Medium,To Do,,01/Jul/26 9:59 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1504 (Task) — Draft sample investor report content and narrative
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-192 — Create investor reporting sample > TGTM-1504 — Draft sample investor report content and narrative
- Parent relationship: This Task belongs to parent TGTM-192 — Create investor reporting sample (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Write representative reporting copy and example data to demonstrate the post-launch reporting experience.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor reporting sample”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Draft sample content that demonstrates the desired tone, structure, metric explanations, performance narrative, risk transparency, and next-step guidance.

Deliverable:
Task-level output for “Draft sample investor report content and narrative” that supports the parent Story “Create investor reporting sample”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10336,TGTM-192,Create investor reporting sample
Task,TGTM-1503,18509,Prepare sample transparency and performance commentary,,,,Medium,To Do,,01/Jul/26 9:59 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1503 (Task) — Prepare sample transparency and performance commentary
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-192 — Create investor reporting sample > TGTM-1503 — Prepare sample transparency and performance commentary
- Parent relationship: This Task belongs to parent TGTM-192 — Create investor reporting sample (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Add plain-language commentary that explains portfolio status, material changes, and any relevant risks or exceptions.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor reporting sample”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Prepare sample commentary that explains both positive and negative performance movements, assumptions, limitations, and investor-relevant implications in plain language.

Deliverable:
Task-level output for “Prepare sample transparency and performance commentary” that supports the parent Story “Create investor reporting sample”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10336,TGTM-192,Create investor reporting sample
Task,TGTM-1502,18505,Create a reporting cadence and delivery schedule example,,,,Medium,To Do,,01/Jul/26 9:59 AM,01/Jul/26 3:03 PM,,"Hierarchy / linkage:
- Issue: TGTM-1502 (Task) — Create a reporting cadence and delivery schedule example
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-192 — Create investor reporting sample > TGTM-1502 — Create a reporting cadence and delivery schedule example
- Parent relationship: This Task belongs to parent TGTM-192 — Create investor reporting sample (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Show how often investor reports will be produced and distributed after launch, including monthly or quarterly timing.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor reporting sample”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Create a sample reporting calendar with monthly/quarterly cadence, cut-off dates, data owner deadlines, review windows, and investor delivery dates.

Deliverable:
Task-level output for “Create a reporting cadence and delivery schedule example” that supports the parent Story “Create investor reporting sample”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10336,TGTM-192,Create investor reporting sample
Task,TGTM-1501,18504,Define the investor reporting sample structure and sections,,,,Medium,To Do,,01/Jul/26 9:59 AM,01/Jul/26 3:03 PM,,"Hierarchy / linkage:
- Issue: TGTM-1501 (Task) — Define the investor reporting sample structure and sections
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-192 — Create investor reporting sample > TGTM-1501 — Define the investor reporting sample structure and sections
- Parent relationship: This Task belongs to parent TGTM-192 — Create investor reporting sample (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Outline the core components of the sample report, including portfolio performance, capital activity, updates, risks, and next-step actions.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor reporting sample”. Start by reviewing the parent Story objective, then define scope, decision rules, owners, success metrics, and exceptions before implementation so the team has one shared operating standard. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Define standard sections for executive summary, property update, financial KPIs, distributions, occupancy/operations, risks/exceptions, next steps, and support contact.

Deliverable:
Task-level output for “Define the investor reporting sample structure and sections” that supports the parent Story “Create investor reporting sample”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10336,TGTM-192,Create investor reporting sample
Task,TGTM-1500,18503,Identify the key metrics and KPIs to include in investor reporting,,,,Medium,To Do,,01/Jul/26 9:59 AM,01/Jul/26 3:03 PM,,"Hierarchy / linkage:
- Issue: TGTM-1500 (Task) — Identify the key metrics and KPIs to include in investor reporting
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-192 — Create investor reporting sample > TGTM-1500 — Identify the key metrics and KPIs to include in investor reporting
- Parent relationship: This Task belongs to parent TGTM-192 — Create investor reporting sample (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Specify the performance, servicing, and activity metrics that should appear in the sample report.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor reporting sample”. Start by reviewing the parent Story objective, then break the work into discovery, artifact creation, stakeholder review, operational rollout, quality control, and measurement.. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Select KPIs such as distribution yield, payout status, occupancy, rental income, expenses, NOI, valuation context, reserve balance, issue status, and reporting engagement.

Deliverable:
Task-level output for “Identify the key metrics and KPIs to include in investor reporting” that supports the parent Story “Create investor reporting sample”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10336,TGTM-192,Create investor reporting sample
